Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
2773,GNAI3,3945,LDHB,-,-,1.0,PPI
2773,GNAI3,154,ADRB2,PF00503-PF00001,-,1.0,PPI-DDI
2773,GNAI3,22821,RASA3,-,-,1.0,PPI
2773,GNAI3,2790,GNG10,PF00503-PF00631,-,1.0,PPI-DDI
5071,PRKN,4751,NEK2,PF00240-PF00069,-,1.0,PPI-DDI
5071,PRKN,113457,TUBA3D,-,-,1.0,PPI
5071,PRKN,7283,TUBG1,-,-,1.0,PPI
5071,PRKN,23208,SYT11,-,-,1.0,PPI
5071,PRKN,55165,CEP55,-,-,1.0,PPI
5071,PRKN,3301,DNAJA1,-,-,1.0,PPI
5071,PRKN,10970,CKAP4,-,-,1.0,PPI
5071,PRKN,2861,GPR37,-,-,1.0,PPI
5071,PRKN,2203,FBP1,-,-,1.0,PPI
5071,PRKN,81027,TUBB1,-,-,1.0,PPI
5071,PRKN,5071,PRKN,PF00240-PF00240 ; PF00240-PF17978 ; PF00240-PF01485 ; PF00240-PF17976 ; PF17978-PF00240 ; PF17978-PF01485 ; PF17978-PF17976 ; PF01485-PF00240 ; PF01485-PF17978 ; PF01485-PF01485 ; PF01485-PF17976 ; PF17976-PF00240 ; PF17976-PF17978 ; PF17976-PF01485 ; PF17976-PF17976,-,1.0,PPI-DDI
5071,PRKN,1114,CHGB,-,-,1.0,PPI
5071,PRKN,10383,TUBB4B,-,-,1.0,PPI
5071,PRKN,10642,IGF2BP1,-,-,1.0,PPI
5071,PRKN,65108,MARCKSL1,-,-,1.0,PPI
5071,PRKN,9319,TRIP13,PF00240-PF00004,-,1.0,PPI-DDI
5071,PRKN,7879,RAB7A,-,-,1.0,PPI
5071,PRKN,10130,PDIA6,-,-,1.0,PPI
5071,PRKN,343069,HNRNPCL1,-,-,1.0,PPI
5071,PRKN,3305,HSPA1L,-,-,1.0,PPI
5071,PRKN,6130,RPL7A,-,-,1.0,PPI
5071,PRKN,894,CCND2,-,-,1.0,PPI
5071,PRKN,810,CALML3,-,-,1.0,PPI
5071,PRKN,4223,MEOX2,-,-,1.0,PPI
5071,PRKN,5049,PAFAH1B2,-,-,1.0,PPI
5071,PRKN,7431,VIM,-,-,1.0,PPI
5071,PRKN,1746,DLX2,-,-,1.0,PPI
5071,PRKN,4082,MARCKS,-,-,1.0,PPI
5071,PRKN,5879,RAC1,-,-,1.0,PPI
26051,PPP1R16B,388697,HRNR,-,-,1.0,PPI
26051,PPP1R16B,22806,IKZF3,-,-,1.0,PPI
26051,PPP1R16B,55165,CEP55,-,-,1.0,PPI
3598,IL13RA2,9334,B4GALT5,-,-,1.0,PPI
3598,IL13RA2,57622,LRFN1,PF09240-PF00041,-,1.0,PPI-DDI
3598,IL13RA2,23235,SIK2,-,-,1.0,PPI
3598,IL13RA2,5865,RAB3B,-,-,1.0,PPI
3598,IL13RA2,2683,B4GALT1,-,-,1.0,PPI
3598,IL13RA2,29890,RBM15B,-,-,1.0,PPI
3598,IL13RA2,27143,PALD1,-,-,1.0,PPI
347517,RAB41,10116,FEM1B,PF00071-PF00023 ; PF00071-PF12796,-,1.0,PPI-DDI
347517,RAB41,3315,HSPB1,-,-,1.0,PPI
26747,NUFIP1,56001,NXF2,-,-,1.0,PPI
26747,NUFIP1,2781,GNAZ,-,-,1.0,PPI
26747,NUFIP1,2788,GNG7,-,-,1.0,PPI
26747,NUFIP1,5865,RAB3B,-,-,1.0,PPI
3012,H2AC8,6647,SOD1,-,-,1.0,PPI
386618,KCTD4,386618,KCTD4,PF02214-PF02214,-,1.0,PPI-DDI
5879,RAC1,388,RHOB,PF00071-PF00071,-,1.0,PPI-DDI
5879,RAC1,144811,LACC1,-,-,1.0,PPI
5879,RAC1,55561,CDC42BPG,PF00071-PF00069,-,1.0,PPI-DDI
5879,RAC1,344558,SH3RF3,PF00071-PF00018,-,1.0,PPI-DDI
5879,RAC1,56924,PAK6,PF00071-PF00786 ; PF00071-PF00069,-,1.0,PPI-DDI
5879,RAC1,3956,LGALS1,-,-,1.0,PPI
5879,RAC1,84612,PARD6B,PF00071-PF00564 ; PF00071-PF00595,-,1.0,PPI-DDI
5879,RAC1,6249,CLIP1,-,-,1.0,PPI
5879,RAC1,5879,RAC1,PF00071-PF00071,-,1.0,PPI-DDI
5879,RAC1,55170,PRMT6,-,-,1.0,PPI
5879,RAC1,23633,KPNA6,PF00071-PF16186 ; PF00071-PF00514,-,1.0,PPI-DDI
5879,RAC1,2909,ARHGAP35,PF00071-PF00620 ; PF00071-PF00071,-,1.0,PPI-DDI
5879,RAC1,23568,ARL2BP,-,-,1.0,PPI
5879,RAC1,57514,ARHGAP31,PF00071-PF00620,-,1.0,PPI-DDI
5191,PEX7,55170,PRMT6,-,-,1.0,PPI
401036,ASB18,445,ASS1,-,-,1.0,PPI
654364,NME1-NME2,3251,HPRT1,-,-,1.0,PPI
654364,NME1-NME2,3945,LDHB,-,-,1.0,PPI
654364,NME1-NME2,6647,SOD1,-,-,1.0,PPI
25975,EGFL6,51439,FAM8A1,-,-,1.0,PPI
54101,RIPK4,133121,ENPP6,-,-,1.0,PPI
54101,RIPK4,3310,HSPA6,PF00069-PF00012,-,1.0,PPI-DDI
54101,RIPK4,3301,DNAJA1,PF00069-PF00226 ; PF00069-PF01556,-,1.0,PPI-DDI
54101,RIPK4,8471,AL035425.3,-,-,1.0,PPI
54101,RIPK4,7280,TUBB2A,PF13637-PF03953 ; PF13637-PF00091 ; PF12796-PF00091,-,1.0,PPI-DDI
54101,RIPK4,10383,TUBB4B,PF13637-PF00091 ; PF13637-PF03953 ; PF12796-PF00091,-,1.0,PPI-DDI
54101,RIPK4,347733,TUBB2B,PF13637-PF03953 ; PF13637-PF00091 ; PF12796-PF00091,-,1.0,PPI-DDI
54101,RIPK4,23753,SDF2L1,-,-,1.0,PPI
54101,RIPK4,9126,SMC3,PF00069-PF02463,-,1.0,PPI-DDI
54101,RIPK4,54101,RIPK4,PF13637-PF13637 ; PF13637-PF00069 ; PF13637-PF12796 ; PF00069-PF13637 ; PF00069-PF00069 ; PF00069-PF12796 ; PF12796-PF13637 ; PF12796-PF00069 ; PF12796-PF12796,-,1.0,PPI-DDI
54101,RIPK4,10952,SEC61B,-,-,1.0,PPI
54101,RIPK4,3315,HSPB1,-,-,1.0,PPI
54101,RIPK4,5814,PURB,-,-,1.0,PPI
54101,RIPK4,192286,HIGD2A,-,-,1.0,PPI
919,CD247,867,CBL,PF02189-PF02761 ; PF02189-PF02762 ; PF02189-PF02262,-,1.0,PPI-DDI
919,CD247,53358,SHC3,PF02189-PF00017,-,1.0,PPI-DDI
100134938,UPK3BL1,148066,ZNRF4,-,-,1.0,PPI
100134938,UPK3BL1,79865,TREML2,-,-,1.0,PPI
100134938,UPK3BL1,55754,TMEM30A,-,-,1.0,PPI
89890,KBTBD6,84078,KBTBD7,PF07707-PF00651 ; PF00651-PF07707 ; PF00651-PF00651 ; PF01344-PF01344,-,1.0,PPI-DDI
89890,KBTBD6,84612,PARD6B,-,-,1.0,PPI
89890,KBTBD6,10143,CLEC3A,-,-,1.0,PPI
89890,KBTBD6,81631,MAP1LC3B,-,-,1.0,PPI
9312,KCNB2,3745,KCNB1,PF02214-PF02214 ; PF00520-PF00520,-,1.0,PPI-DDI
9312,KCNB2,9312,KCNB2,PF02214-PF02214 ; PF00520-PF00520,-,1.0,PPI-DDI
9312,KCNB2,170850,KCNG3,PF02214-PF02214 ; PF00520-PF00520,-,1.0,PPI-DDI
1969,EPHA2,26136,TES,-,-,1.0,PPI
1969,EPHA2,1230,CCR1,-,-,1.0,PPI
1969,EPHA2,1969,EPHA2,PF00536-PF00536 ; PF00041-PF00041 ; PF00041-PF01404 ; PF14575-PF07714 ; PF07714-PF14575 ; PF07714-PF07714 ; PF01404-PF00041 ; PF01404-PF01404,-,1.0,PPI-DDI
1969,EPHA2,4893,NRAS,PF00041-PF00071 ; PF07714-PF00071,-,1.0,PPI-DDI
1969,EPHA2,867,CBL,-,-,1.0,PPI
1969,EPHA2,894,CCND2,-,-,1.0,PPI
261726,TIPRL,2517,FUCA1,-,-,1.0,PPI
445,ASS1,2936,GSR,-,-,1.0,PPI
445,ASS1,6624,FSCN1,-,-,1.0,PPI
445,ASS1,26227,PHGDH,-,-,1.0,PPI
445,ASS1,3945,LDHB,-,-,1.0,PPI
445,ASS1,445,ASS1,PF00764-PF00764,-,1.0,PPI-DDI
116236,ABHD15,3310,HSPA6,-,-,1.0,PPI
2178,FANCE,2178,FANCE,-,-,1.0,PPI
2178,FANCE,55361,PI4K2A,-,-,1.0,PPI
57613,FAM234B,9334,B4GALT5,-,-,1.0,PPI
57613,FAM234B,2683,B4GALT1,-,-,1.0,PPI
57613,FAM234B,23673,STX12,-,-,1.0,PPI
6549,SLC9A2,63928,CHP2,PF16644-PF13499,-,1.0,PPI-DDI
10563,CXCL13,2833,CXCR3,PF00048-PF00001,-,1.0,PPI-DDI
10563,CXCL13,51554,ACKR4,PF00048-PF00001,-,1.0,PPI-DDI
85236,H2BC12,7290,HIRA,PF00125-PF00400,-,1.0,PPI-DDI
85236,H2BC12,26136,TES,-,-,1.0,PPI
85236,H2BC12,5496,PPM1G,-,-,1.0,PPI
154075,SAMD3,154313,CFAP206,-,-,1.0,PPI
1990,CELA1,81027,TUBB1,-,-,1.0,PPI
81572,PDRG1,81572,PDRG1,PF01920-PF01920,-,1.0,PPI-DDI
81572,PDRG1,140460,ASB7,-,-,1.0,PPI
81572,PDRG1,123169,LEO1,-,-,1.0,PPI
51728,POLR3K,442247,RFPL4B,-,-,1.0,PPI
23429,RYBP,1870,E2F2,-,-,1.0,PPI
23429,RYBP,132625,ZFP42,-,-,1.0,PPI
23429,RYBP,8772,FADD,-,-,1.0,PPI
23429,RYBP,3315,HSPB1,-,-,1.0,PPI
55003,PAK1IP1,4223,MEOX2,PF00400-PF00046,-,1.0,PPI-DDI
404672,GTF2H5,2073,ERCC5,-,-,1.0,PPI
84547,PGBD1,387032,ZKSCAN4,PF02023-PF02023 ; PF02023-PF01352,-,1.0,PPI-DDI
84547,PGBD1,4223,MEOX2,-,-,1.0,PPI
84547,PGBD1,342945,ZSCAN22,PF02023-PF02023,-,1.0,PPI-DDI
84547,PGBD1,84547,PGBD1,PF02023-PF02023,-,1.0,PPI-DDI
7056,THBD,2147,F2,PF09064-PF00089 ; PF14670-PF00089 ; PF07645-PF00089 ; PF00059-PF00594,-,1.0,PPI-DDI
7056,THBD,5196,PF4,-,-,1.0,PPI
6237,RRAS,22882,ZHX2,-,-,1.0,PPI
5568,PRKACG,2021,ENDOG,-,-,1.0,PPI
30009,TBX21,2033,EP300,-,-,1.0,PPI
23529,CLCF1,3872,KRT17,-,-,1.0,PPI
4715,NDUFB9,2523,FUT1,-,-,1.0,PPI
4715,NDUFB9,4713,NDUFB7,-,-,1.0,PPI
4715,NDUFB9,55454,CSGALNACT2,-,-,1.0,PPI
4715,NDUFB9,133121,ENPP6,-,-,1.0,PPI
4715,NDUFB9,3305,HSPA1L,-,-,1.0,PPI
728343,NXF2B,56001,NXF2,PF02136-PF02136 ; PF03943-PF03943,-,1.0,PPI-DDI
56287,GKN1,124220,ZG16B,-,-,1.0,PPI
100288687,DUX4,2033,EP300,-,-,1.0,PPI
6130,RPL7A,6123,RPL3L,-,-,1.0,PPI
6130,RPL7A,140801,RPL10L,-,-,1.0,PPI
6130,RPL7A,6615,SNAI1,-,-,1.0,PPI
6130,RPL7A,6193,RPS5,-,-,1.0,PPI
6130,RPL7A,8353,H3C6,-,-,1.0,PPI
5611,DNAJC3,10130,PDIA6,PF00226-PF00085,-,1.0,PPI-DDI
7140,TNNT3,7140,TNNT3,PF00992-PF00992,-,1.0,PPI-DDI
7140,TNNT3,11165,NUDT3,-,-,1.0,PPI
439,GET3,439,GET3,PF02374-PF02374,-,1.0,PPI-DDI
439,GET3,894,CCND2,-,-,1.0,PPI
439,GET3,123169,LEO1,-,-,1.0,PPI
439,GET3,8862,APLN,-,-,1.0,PPI
439,GET3,10952,SEC61B,-,-,1.0,PPI
56137,PCDHA12,346689,KLRG2,-,PF00028-PF00059,0.0,PPI-DDI
56137,PCDHA12,26507,CNNM1,-,-,1.0,PPI
56137,PCDHA12,56138,PCDHA11,PF00028-PF08266 ; PF00028-PF00028 ; PF08266-PF00028,-,1.0,PPI-DDI
56137,PCDHA12,80789,INTS5,-,-,1.0,PPI
810,CALML3,22919,MAPRE1,PF13499-PF00307,-,1.0,PPI-DDI
810,CALML3,221662,RBM24,-,-,1.0,PPI
810,CALML3,8200,GDF5,-,-,1.0,PPI
8971,H1-10,6647,SOD1,-,-,1.0,PPI
79845,RNF122,79845,RNF122,PF13639-PF13639,-,1.0,PPI-DDI
146,ADRA1D,10970,CKAP4,-,-,1.0,PPI
146,ADRA1D,6640,SNTA1,PF00001-PF00595,-,1.0,PPI-DDI
353376,TICAM2,4223,MEOX2,-,-,1.0,PPI
170589,GPHA2,26002,MOXD1,-,-,1.0,PPI
84311,MRPL45,54534,MRPL50,-,-,1.0,PPI
84311,MRPL45,65108,MARCKSL1,-,-,1.0,PPI
84311,MRPL45,2300,FOXL1,-,-,1.0,PPI
84311,MRPL45,84078,KBTBD7,-,-,1.0,PPI
57586,SYT13,57586,SYT13,PF00168-PF00168,-,1.0,PPI-DDI
55175,KLHL11,845,CASQ2,-,-,1.0,PPI
4223,MEOX2,353132,LCE1B,-,-,1.0,PPI
4223,MEOX2,2791,GNG11,-,-,1.0,PPI
4223,MEOX2,8676,STX11,-,-,1.0,PPI
4223,MEOX2,140735,DYNLL2,-,-,1.0,PPI
4223,MEOX2,3846,KRTAP5-9,-,-,1.0,PPI
4223,MEOX2,100132565,GOLGA8F,-,-,1.0,PPI
4223,MEOX2,3354,HTR1E,-,-,1.0,PPI
4223,MEOX2,7288,TULP2,-,-,1.0,PPI
4223,MEOX2,164153,UBL4B,-,-,1.0,PPI
4223,MEOX2,7432,VIP,-,-,1.0,PPI
4223,MEOX2,3552,IL1A,-,-,1.0,PPI
4223,MEOX2,9889,ZBED4,-,-,1.0,PPI
4223,MEOX2,5733,PTGER3,-,-,1.0,PPI
4223,MEOX2,2519,FUCA2,-,-,1.0,PPI
4223,MEOX2,64795,RMND5A,-,-,1.0,PPI
80258,EFHC2,9022,CLIC3,-,-,1.0,PPI
80258,EFHC2,149371,EXOC8,-,-,1.0,PPI
80258,EFHC2,64795,RMND5A,-,-,1.0,PPI
9889,ZBED4,9889,ZBED4,PF05699-PF05699,-,1.0,PPI-DDI
353345,GPR141,4893,NRAS,-,-,1.0,PPI
10383,TUBB4B,7283,TUBG1,PF00091-PF03953 ; PF00091-PF00091 ; PF03953-PF03953 ; PF03953-PF00091,-,1.0,PPI-DDI
10383,TUBB4B,51015,ISOC1,-,-,1.0,PPI
10383,TUBB4B,29978,UBQLN2,-,-,1.0,PPI
10383,TUBB4B,894,CCND2,-,-,1.0,PPI
10383,TUBB4B,7280,TUBB2A,PF00091-PF03953 ; PF00091-PF00091 ; PF03953-PF03953 ; PF03953-PF00091,-,1.0,PPI-DDI
10383,TUBB4B,6615,SNAI1,-,-,1.0,PPI
10383,TUBB4B,4255,MGMT,-,-,1.0,PPI
10383,TUBB4B,113457,TUBA3D,PF00091-PF00091 ; PF00091-PF03953 ; PF03953-PF00091 ; PF03953-PF03953,-,1.0,PPI-DDI
10383,TUBB4B,26136,TES,-,-,1.0,PPI
10383,TUBB4B,867,CBL,-,-,1.0,PPI
10383,TUBB4B,3872,KRT17,-,-,1.0,PPI
50512,PODXL2,50512,PODXL2,-,-,1.0,PPI
552900,BOLA2,8353,H3C6,-,-,1.0,PPI
112714,TUBA3E,347733,TUBB2B,PF00091-PF03953 ; PF00091-PF00091 ; PF03953-PF03953 ; PF03953-PF00091,-,1.0,PPI-DDI
11255,HRH3,1812,DRD1,PF00001-PF00001,-,1.0,PPI-DDI
199731,CADM4,4893,NRAS,PF07686-PF00071,-,1.0,PPI-DDI
4082,MARCKS,4893,NRAS,-,-,1.0,PPI
4082,MARCKS,58480,RHOU,-,-,1.0,PPI
4082,MARCKS,29978,UBQLN2,-,-,1.0,PPI
1746,DLX2,1746,DLX2,PF00046-PF00046,-,1.0,PPI-DDI
89795,NAV3,22919,MAPRE1,PF00307-PF00307,-,1.0,PPI-DDI
64928,MRPL14,54534,MRPL50,-,-,1.0,PPI
64928,MRPL14,90480,GADD45GIP1,-,-,1.0,PPI
63928,CHP2,389015,SLC9A4,PF13499-PF16644,-,1.0,PPI-DDI
1413,CRYBA4,8676,STX11,-,-,1.0,PPI
1413,CRYBA4,22806,IKZF3,-,-,1.0,PPI
23060,ZNF609,6657,SOX2,-,-,1.0,PPI
8337,H2AC18,25929,GEMIN5,PF00125-PF00400,-,1.0,PPI-DDI
8337,H2AC18,55170,PRMT6,-,-,1.0,PPI
8337,H2AC18,56254,RNF20,-,-,1.0,PPI
147700,KLC3,3799,KIF5B,-,-,1.0,PPI
147700,KLC3,147700,KLC3,PF13424-PF13424,-,1.0,PPI-DDI
147700,KLC3,8676,STX11,-,-,1.0,PPI
147700,KLC3,10403,NDC80,-,-,1.0,PPI
147700,KLC3,205327,C2orf69,-,-,1.0,PPI
154,ADRB2,7280,TUBB2A,-,-,1.0,PPI
154,ADRB2,10130,PDIA6,PF00001-PF00085,-,1.0,PPI-DDI
154,ADRB2,4985,OPRD1,PF00001-PF00001,-,1.0,PPI-DDI
154,ADRB2,2861,GPR37,PF00001-PF00001,-,1.0,PPI-DDI
154,ADRB2,81631,MAP1LC3B,-,-,1.0,PPI
154,ADRB2,3760,KCNJ3,-,-,1.0,PPI
154,ADRB2,5731,PTGER1,PF00001-PF00001,-,1.0,PPI-DDI
154,ADRB2,1603,DAD1,-,-,1.0,PPI
154,ADRB2,6193,RPS5,-,-,1.0,PPI
154,ADRB2,91947,ARRDC4,PF00001-PF00339 ; PF00001-PF02752,-,1.0,PPI-DDI
154,ADRB2,6775,STAT4,PF00001-PF00017,-,1.0,PPI-DDI
154,ADRB2,154,ADRB2,PF00001-PF00001,-,1.0,PPI-DDI
154,ADRB2,3304,HSPA1B,-,-,1.0,PPI
84984,CEP19,9107,MTMR6,-,-,1.0,PPI
84984,CEP19,115207,KCTD12,-,-,1.0,PPI
84984,CEP19,10163,WASF2,-,-,1.0,PPI
84984,CEP19,22919,MAPRE1,-,-,1.0,PPI
84984,CEP19,390916,NUDT19,-,-,1.0,PPI
84984,CEP19,84946,LTV1,-,-,1.0,PPI
7779,SLC30A1,4893,NRAS,-,-,1.0,PPI
7779,SLC30A1,55454,CSGALNACT2,-,-,1.0,PPI
144699,FBXL14,64866,CDCP1,-,-,1.0,PPI
144699,FBXL14,6615,SNAI1,-,-,1.0,PPI
26353,HSPB8,26353,HSPB8,PF00011-PF00011,-,1.0,PPI-DDI
26353,HSPB8,126393,HSPB6,PF00011-PF00525 ; PF00011-PF00011,-,1.0,PPI-DDI
26353,HSPB8,164832,LONRF2,-,-,1.0,PPI
26353,HSPB8,3316,HSPB2,PF00011-PF00011,-,1.0,PPI-DDI
26353,HSPB8,286077,FAM83H,-,-,1.0,PPI
26353,HSPB8,3315,HSPB1,PF00011-PF00011,-,1.0,PPI-DDI
169522,KCNV2,3745,KCNB1,PF02214-PF02214 ; PF00520-PF00520,-,1.0,PPI-DDI
27238,GPKOW,84811,BUD13,-,-,1.0,PPI
285636,C5orf51,7879,RAB7A,-,-,1.0,PPI
353132,LCE1B,3846,KRTAP5-9,-,-,1.0,PPI
91947,ARRDC4,554,AVPR2,PF00339-PF00001 ; PF02752-PF00001,-,1.0,PPI-DDI
342945,ZSCAN22,342945,ZSCAN22,PF00096-PF00096 ; PF02023-PF02023,-,1.0,PPI-DDI
342945,ZSCAN22,387032,ZKSCAN4,PF00096-PF00096 ; PF00096-PF01352 ; PF02023-PF02023 ; PF02023-PF01352,-,1.0,PPI-DDI
11215,AKAP11,6657,SOX2,-,-,1.0,PPI
6283,S100A12,6283,S100A12,PF01023-PF01023,-,1.0,PPI-DDI
6928,HNF1B,6928,HNF1B,PF04814-PF04814,-,1.0,PPI-DDI
56925,LXN,387032,ZKSCAN4,-,-,1.0,PPI
51084,CRYL1,51361,HOOK1,-,-,1.0,PPI
51084,CRYL1,2149,F2R,-,-,1.0,PPI
51084,CRYL1,55181,SMG8,-,-,1.0,PPI
53632,PRKAG3,5563,PRKAA2,PF00571-PF00069 ; PF00571-PF16579,-,1.0,PPI-DDI
570,BAAT,100132565,GOLGA8F,-,-,1.0,PPI
9241,NOG,9241,NOG,PF05806-PF05806,-,1.0,PPI-DDI
6704,SPRR2E,9182,RASSF9,-,-,1.0,PPI
79068,FTO,3945,LDHB,-,-,1.0,PPI
79068,FTO,54769,DIRAS2,-,-,1.0,PPI
54984,PINX1,388697,HRNR,-,-,1.0,PPI
54984,PINX1,5049,PAFAH1B2,-,-,1.0,PPI
2220,FCN2,10747,MASP2,-,-,1.0,PPI
5224,PGAM2,441531,PGAM4,PF00300-PF00300,-,1.0,PPI-DDI
54106,TLR9,3310,HSPA6,-,-,1.0,PPI
54106,TLR9,27143,PALD1,-,-,1.0,PPI
11329,STK38,8338,H2AC20,PF00069-PF00125,-,1.0,PPI-DDI
11329,STK38,11329,STK38,PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00069 ; PF00433-PF00433,-,1.0,PPI-DDI
11329,STK38,6615,SNAI1,PF00069-PF00096,-,1.0,PPI-DDI
11329,STK38,8353,H3C6,PF00069-PF00125,-,1.0,PPI-DDI
11329,STK38,3759,KCNJ2,-,-,1.0,PPI
11329,STK38,678,ZFP36L2,-,-,1.0,PPI
2781,GNAZ,2785,GNG3,PF00503-PF00631,-,1.0,PPI-DDI
2781,GNAZ,2781,GNAZ,PF00503-PF00503,-,1.0,PPI-DDI
2781,GNAZ,414149,ACBD7,-,-,1.0,PPI
2781,GNAZ,286530,P2RY8,PF00503-PF00001,-,1.0,PPI-DDI
2781,GNAZ,6037,RNASE3,-,-,1.0,PPI
1230,CCR1,2790,GNG10,PF00001-PF00631,-,1.0,PPI-DDI
1230,CCR1,2596,GAP43,-,-,1.0,PPI
1230,CCR1,79165,LENG1,-,-,1.0,PPI
29950,SERTAD1,894,CCND2,-,-,1.0,PPI
29950,SERTAD1,2033,EP300,-,-,1.0,PPI
29950,SERTAD1,3315,HSPB1,-,-,1.0,PPI
719,C3AR1,201562,HACD2,-,-,1.0,PPI
719,C3AR1,6640,SNTA1,PF00001-PF00595,-,1.0,PPI-DDI
719,C3AR1,8933,RTL8C,-,-,1.0,PPI
719,C3AR1,128486,FITM2,-,-,1.0,PPI
719,C3AR1,132720,FAM241A,-,-,1.0,PPI
719,C3AR1,54958,TMEM160,-,-,1.0,PPI
719,C3AR1,10970,CKAP4,-,-,1.0,PPI
719,C3AR1,148534,TLCD4,-,-,1.0,PPI
1415,CRYBB2,1415,CRYBB2,PF00030-PF00030,-,1.0,PPI-DDI
1415,CRYBB2,3315,HSPB1,-,-,1.0,PPI
3301,DNAJA1,5241,PGR,-,-,1.0,PPI
3301,DNAJA1,11165,NUDT3,-,-,1.0,PPI
3301,DNAJA1,29978,UBQLN2,-,-,1.0,PPI
3301,DNAJA1,379,ARL4D,-,-,1.0,PPI
3301,DNAJA1,3945,LDHB,-,-,1.0,PPI
3301,DNAJA1,3310,HSPA6,PF00226-PF00012 ; PF00684-PF00012 ; PF01556-PF00012,-,1.0,PPI-DDI
3301,DNAJA1,3301,DNAJA1,PF00226-PF00226 ; PF00226-PF00684 ; PF00226-PF01556 ; PF00684-PF00226 ; PF00684-PF00684 ; PF00684-PF01556 ; PF01556-PF00226 ; PF01556-PF00684 ; PF01556-PF01556,-,1.0,PPI-DDI
3301,DNAJA1,894,CCND2,-,-,1.0,PPI
3301,DNAJA1,2861,GPR37,-,-,1.0,PPI
3301,DNAJA1,6615,SNAI1,-,-,1.0,PPI
3301,DNAJA1,2021,ENDOG,-,-,1.0,PPI
3301,DNAJA1,9739,SETD1A,-,-,1.0,PPI
3301,DNAJA1,26136,TES,-,-,1.0,PPI
3301,DNAJA1,6657,SOX2,-,-,1.0,PPI
8772,FADD,4478,MSN,-,-,1.0,PPI
8772,FADD,19,ABCA1,-,-,1.0,PPI
8772,FADD,8772,FADD,PF00531-PF00531 ; PF00531-PF01335 ; PF01335-PF00531 ; PF01335-PF01335,-,1.0,PPI-DDI
8772,FADD,4744,NEFH,-,-,1.0,PPI
7290,HIRA,2033,EP300,PF00400-PF00439,-,1.0,PPI-DDI
7290,HIRA,3020,H3-3A,PF00400-PF00125,-,1.0,PPI-DDI
7290,HIRA,126961,H3C14,PF00400-PF00125,-,1.0,PPI-DDI
6423,SFRP2,64795,RMND5A,-,-,1.0,PPI
6423,SFRP2,6425,SFRP5,PF01392-PF01392,-,1.0,PPI-DDI
114800,CCDC85A,4751,NEK2,-,-,1.0,PPI
51224,ELOA2,54937,SOHLH2,-,-,1.0,PPI
83855,KLF16,2033,EP300,PF00096-PF00439,-,1.0,PPI-DDI
83855,KLF16,10163,WASF2,-,-,1.0,PPI
161198,CLEC14A,57532,NUFIP2,-,-,1.0,PPI
161198,CLEC14A,10642,IGF2BP1,-,-,1.0,PPI
161198,CLEC14A,7431,VIM,-,-,1.0,PPI
3552,IL1A,23633,KPNA6,-,-,1.0,PPI
3552,IL1A,3552,IL1A,PF00340-PF00340,-,1.0,PPI-DDI
2833,CXCR3,5196,PF4,PF00001-PF00048,-,1.0,PPI-DDI
2833,CXCR3,4283,CXCL9,PF00001-PF00048,-,1.0,PPI-DDI
2203,FBP1,2203,FBP1,PF00316-PF00316,-,1.0,PPI-DDI
2203,FBP1,56833,SLAMF8,-,-,1.0,PPI
4131,MAP1B,283349,RASSF3,-,-,1.0,PPI
4131,MAP1B,126393,HSPB6,-,-,1.0,PPI
4131,MAP1B,64795,RMND5A,-,-,1.0,PPI
4131,MAP1B,81631,MAP1LC3B,-,-,1.0,PPI
81631,MAP1LC3B,84078,KBTBD7,-,-,1.0,PPI
81631,MAP1LC3B,8676,STX11,-,-,1.0,PPI
81631,MAP1LC3B,23673,STX12,PF02991-PF05739,-,1.0,PPI-DDI
81631,MAP1LC3B,54958,TMEM160,-,-,1.0,PPI
81631,MAP1LC3B,4605,MYBL2,-,-,1.0,PPI
150483,TEKT4,22806,IKZF3,-,-,1.0,PPI
150483,TEKT4,55165,CEP55,-,-,1.0,PPI
8676,STX11,79165,LENG1,-,-,1.0,PPI
8676,STX11,8676,STX11,PF00804-PF00804,-,1.0,PPI-DDI
8676,STX11,10403,NDC80,-,-,1.0,PPI
8676,STX11,100132565,GOLGA8F,-,-,1.0,PPI
8676,STX11,22806,IKZF3,-,-,1.0,PPI
8676,STX11,27242,TNFRSF21,-,-,1.0,PPI
8676,STX11,387856,CCDC184,-,-,1.0,PPI
2171,FABP5,4478,MSN,-,-,1.0,PPI
2171,FABP5,6647,SOD1,-,-,1.0,PPI
2171,FABP5,6278,S100A7,-,-,1.0,PPI
6340,SCNN1G,6659,SOX4,-,-,1.0,PPI
9329,GTF3C4,9126,SMC3,-,-,1.0,PPI
9329,GTF3C4,94234,FOXQ1,-,-,1.0,PPI
9329,GTF3C4,4478,MSN,-,-,1.0,PPI
9329,GTF3C4,2300,FOXL1,-,-,1.0,PPI
9329,GTF3C4,284119,CAVIN1,-,-,1.0,PPI
2517,FUCA1,2519,FUCA2,PF16757-PF01120 ; PF01120-PF16757 ; PF01120-PF01120,-,1.0,PPI-DDI
3764,KCNJ8,8577,TMEFF1,-,-,1.0,PPI
201562,HACD2,11041,B4GAT1,-,-,1.0,PPI
201562,HACD2,150737,TTC30B,-,-,1.0,PPI
54102,CLIC6,1814,DRD3,-,-,1.0,PPI
